driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,id
PLEXTOR PX-G256M6e,SSD,238.5,5535,1672,23491.2,18.85,1.23,2014,288
PLEXTOR PX-AG512M6e,SSD,476.9,5530,1673,36239.2,12.21,0.95,2014,289
THNSN5128GPUK TOSHIBA,SSD,119.2,5482,1677,4799.2,91.38,0.5,2017,290
Mushkin Scorpion PCIe SSD,SSD,447.0,5437,1678,30239.2,14.38,0.85,2013,291
Lexar 512GB SSD,SSD,476.9,5385,1681,5389.6,79.93,0.14,2019,292
PLEXTOR PX-G512M6e,SSD,476.9,5345,1684,33359.2,12.82,0.87,2014,293
VisionTek 240GB,SSD,223.4,5331,1685,6852.8,62.23,0.38,2014,294
ADATA SU760,SSD,476.9,5307,1688,3999.2,106.16,0.1,2019,295
VisionTek Data Fusion 480GB,SSD,447.0,5276,1690,47359.2,8.91,1.32,2013,296
ADATA XPG SX8000 128GB,SSD,119.2,5261,1691,4478.4,93.97,0.47,2016,297
SAMSUNG XP941 M.2 128GB,SSD,119.2,5259,1692,9599.2,43.83,1.01,2013,298
WDC WDS100T1R0A,SSD,931.5,5232,1695,9999.2,41.86,0.13,2020,299
SanDisk SD6PP4M-256G-1006,SSD,238.5,5219,1696,6036.0,69.17,0.32,2014,300
Samsung SSD 850 PRO 2TB,SSD,1900.0,5193,1698,40495.2,10.26,0.27,2016,301
Samsung SSD 870 EVO 2TB,SSD,1800.0,5190,1699,17599.2,23.59,0.12,2021,302
Samsung SSD 860 PRO 1TB,SSD,953.9,5173,1701,39992.0,10.35,0.52,2018,303
Samsung SSD 860 PRO 2TB,SSD,1900.0,5141,1704,43920.0,9.36,0.29,2018,304
Samsung SSD 870 EVO 1TB,SSD,931.5,5123,1709,9199.2,44.55,0.12,2021,305
Seagate BarraCuda 120 SSD ZA500CM10003,SSD,465.8,5070,1713,14392.0,28.18,0.39,2019,306
HFS500G32TND-N1A2A,SSD,465.8,5042,1722,20080.0,20.09,0.54,2016,307
Samsung SSD 860 PRO 512GB,SSD,476.9,5039,1723,7492.0,53.81,0.2,2018,308
Samsung SSD 850 EVO 2TB,SSD,1800.0,5035,1724,28000.0,14.39,0.19,2015,309
INTEL SSDSC2KG480G8,SSD,447.1,5018,1729,29204.0,13.75,0.82,2020,310
Samsung SSD 860 EVO 4TB,SSD,3600.0,5008,1731,67900.8,5.9,0.24,2018,311
ADATA SU800 M.2 SSD 1TB,SSD,953.9,4967,1737,12759.2,31.14,0.17,2019,312
WDC WDS100T2B0B,SSD,931.5,4954,1738,7999.2,49.55,0.11,2017,313
Seagate BarraCuda 120 SSD ZA1000CM10003,SSD,931.5,4939,1741,11439.2,34.54,0.15,2020,314
Samsung SSD 860 PRO 256GB,SSD,238.5,4928,1742,11199.2,35.2,0.59,2018,315
ADATA SU800 SSD 2TB,SSD,1900.0,4882,1752,37159.2,10.51,0.24,2019,316
Samsung SSD 860 EVO 2TB,SSD,1800.0,4878,1753,29600.0,13.18,0.21,2018,317
Micron 1300 512GB,SSD,476.9,4869,1755,11059.2,35.22,0.29,2019,318
WDC WDS500G2B0B,SSD,465.8,4867,1756,5902.4,65.97,0.16,2017,319
Crucial CT500MX200SSD4,SSD,465.8,4866,1757,53831.2,7.23,1.44,2015,320
WDC WDS500G1R0B,SSD,465.8,4849,1762,5360.0,72.37,0.14,2020,321
Samsung SSD 850 EVO mSATA 1TB,SSD,931.5,4822,1769,39708.0,9.71,0.53,2015,322
Crucial MX500 500GB CT500MX500SSD4,SSD,465.8,4819,1771,5599.2,68.85,0.15,2018,323
SanDisk SDSSDH3 2T00,SSD,1800.0,4791,1783,19038.4,20.13,0.13,2019,324
OCZ Vector Series,SSD,238.5,4784,1786,35990.4,10.63,1.89,2012,325
Micron M600 MTFDDAY512MBF,SSD,476.9,4763,1795,23021.6,16.55,0.6,2015,326
ADATA SX910 512GB,SSD,476.9,4750,1802,10399.2,36.54,0.27,2013,327
Samsung SSD 860 EVO 1TB,SSD,931.5,4748,1805,11878.4,31.98,0.16,2018,328
ADATA SU720,SSD,465.8,4745,1806,4399.2,86.29,0.12,2020,329
SanDisk SDSSDH3 512G,SSD,476.9,4745,1807,6239.2,60.83,0.16,2019,330
WDC WDS250G1B0B,SSD,232.9,4732,1813,3999.2,94.66,0.21,2016,331
SanDisk SDSSDH3 1T02,SSD,953.9,4730,1814,9599.2,39.42,0.13,2019,332
WDC WDS500G1B0B,SSD,465.8,4724,1816,10294.4,36.71,0.28,2016,333
WDC WDS200T2B0A,SSD,1800.0,4719,1819,16638.4,22.69,0.12,2018,334
Samsung SSD 870 EVO 500GB,SSD,465.8,4714,1824,4799.2,78.59,0.13,2021,335
SanDisk X400 M.2 2280 512GB,SSD,476.9,4712,1825,13279.2,28.39,0.35,2016,336
CT1000MX500SSD1,SSD,931.5,4696,1832,7839.2,47.92,0.11,2017,337
SAMSUNG SSD SM871 2.5 7mm 512GB,SSD,476.9,4675,1841,15999.2,23.37,0.42,2016,338
WDC WDS100T2B0A,SSD,931.5,4666,1843,7999.2,46.67,0.11,2017,339
CT2000MX500SSD1,SSD,1800.0,4647,1853,15839.2,23.47,0.11,2018,340
Samsung SSD 850 EVO 1TB,SSD,931.5,4646,1854,19600.0,18.96,0.26,2015,341
ADATA SU800 M.2 SSD 512GB,SSD,476.9,4622,1869,6863.2,53.88,0.18,2017,342
Seagate FireCuda 120 SSD ZA500GM10001,SSD,465.8,4612,1876,6399.2,57.65,0.17,2020,343
CT250MX500SSD4,SSD,232.9,4584,1884,3120.0,117.54,0.17,2018,344
Intel 600p Series 128GB,SSD,119.2,4574,1890,5199.2,70.38,0.55,2016,345
Samsung SSD 870 EVO 250GB,SSD,232.9,4567,1894,5599.2,65.26,0.3,2021,346
SanDisk SDSSDH3 1T00,SSD,931.5,4558,1899,7999.2,45.59,0.11,2019,347
SanDisk SDSSDA-2T00,SSD,1800.0,4556,1900,15199.2,23.98,0.11,2020,348
CT500MX500SSD1,SSD,465.8,4556,1901,5199.2,70.11,0.14,2018,349
SAMSUNG MZNLN512HMJP 512GB,SSD,476.9,4555,1902,23200.0,15.71,0.61,2016,350
CT480BX300SSD1,SSD,447.1,4544,1909,22221.6,16.36,0.62,2017,351
PNY CS1311 480GB SSD,SSD,447.1,4521,1919,4074.4,88.77,0.11,2016,352
WDC WDS100T1R0B,SSD,931.5,4515,1924,9200.0,39.26,0.12,2020,353
Intel SSD Pro 2500 240GB M.2,SSD,223.6,4514,1925,3999.2,90.31,0.22,2015,354
Samsung SSD 850 PRO 1TB,SSD,953.9,4511,1926,30000.0,12.03,0.39,2014,355
OCZ-VECTOR150,SSD,223.6,4503,1931,63840.0,5.64,3.57,2014,356
SanDisk Ultra 240GB,SSD,223.6,4503,1932,3999.2,90.08,0.22,2017,357
Micron M600 256GB,SSD,238.5,4502,1934,31821.6,11.32,1.67,2015,358
WDC WDS250G2B0B,SSD,232.9,4496,1937,4756.0,75.63,0.26,2017,359
Fusion-io ioFX 420GB,SSD,391.1,4492,1939,159600.0,2.25,5.1,2013,360
Intel SSD DC S3500 800GB,SSD,745.2,4492,1941,20800.0,17.28,0.35,2015,361
Intel SSD Pro 2500 256GB,SSD,238.5,4491,1942,6681.6,53.77,0.35,2016,362
Samsung SSD 850 PRO 256GB,SSD,238.5,4489,1943,22399.2,16.03,1.17,2014,363
Micron 1100 MTFDDAK1T0TBN,SSD,953.9,4487,1945,19999.2,17.95,0.26,2017,364
Intel SSD 545s 512GB M.2,SSD,476.9,4484,1948,21520.0,16.67,0.56,2018,365
PNY CS900 1TB SSD,SSD,931.5,4481,1950,10160.0,35.28,0.14,2019,366
Samsung SSD 840 EVO 1TB,SSD,931.5,4477,1957,27911.2,12.83,0.37,2013,367
Samsung SSD 850 PRO 512GB,SSD,476.9,4469,1960,25596.0,13.97,0.67,2014,368
TOSHIBA THNSNH256GBST,SSD,238.5,4468,1961,7760.0,46.06,0.41,2013,369
Micron 1100 512GB,SSD,476.9,4466,1963,15999.2,22.33,0.42,2016,370
Samsung SSD 860 EVO mSATA 1TB,SSD,931.5,4460,1969,55999.2,6.37,0.75,2018,371
WDC WDBNCE5000PNC,SSD,465.8,4459,1971,7110.4,50.17,0.19,2017,372
SanDisk X400 M.2 2280 256GB,SSD,238.5,4454,1976,8319.2,42.83,0.44,2016,373
Samsung SSD 860 PRO 512G,SSD,476.9,4447,1979,19369.6,18.37,0.51,2018,374
T-FORCE 500GB,SSD,465.8,4444,1982,5599.2,63.5,0.15,2018,375
SanDisk SDSSDA-1T00,SSD,931.5,4444,1983,6399.2,55.56,0.09,2020,376
Samsung SSD 850 EVO 500GB,SSD,465.8,4444,1984,7999.2,44.44,0.21,2014,377
Intel SSD DC S3700 800GB,SSD,745.2,4441,1986,48000.0,7.4,0.81,2014,378
Crucial CT1050MX300SSD1,SSD,978.1,4439,1987,24756.0,14.35,0.32,2016,379
WDC WDS500G2B0A,SSD,465.8,4439,1988,5912.8,60.06,0.16,2017,380
CT240BX300SSD1,SSD,212.4,4439,1989,2399.2,148.0,0.14,2019,381
Micron M600 MTFDDAK512MBF,SSD,476.9,4426,1994,5199.2,68.1,0.14,2015,382
Crucial CT1050MX300SSD4,SSD,978.1,4425,1996,23999.2,14.75,0.31,2016,383
Intel SSD 540s 480GB M.2,SSD,447.1,4422,1998,6400.0,55.27,0.18,2016,384
WDC WDS100T1B0B,SSD,931.5,4405,2007,25500.0,13.82,0.34,2016,385
Intel SSD 540s 240GB M.2,SSD,223.6,4401,2009,9600.0,36.68,0.54,2016,386
Intel SSD 540s 180GB M.2,SSD,167.7,4388,2018,7537.6,46.57,0.56,2017,387
WDC WDS500G1B0A,SSD,465.8,4382,2022,5920.0,59.22,0.16,2016,388
Intel SSD 540s 256GB M.2,SSD,238.5,4378,2024,14391.2,24.34,0.75,2017,389
WDC WDS100T1B0A,SSD,931.5,4377,2026,14398.4,24.32,0.19,2016,390
Intel SSD DC S3610 400GB,SSD,372.5,4375,2032,18364.0,19.06,0.62,2017,391
Samsung SSD 850 EVO mSATA 500GB,SSD,465.8,4368,2038,23920.0,14.61,0.64,2015,392
PLEXTOR PX-256M6Pro,SSD,238.5,4366,2039,6799.2,51.37,0.36,2014,393
Samsung SSD 840 EVO 750GB,SSD,698.6,4363,2045,43999.2,7.93,0.79,2013,394
Intel SSD DC S3500 600GB,SSD,558.9,4362,2048,9064.0,38.5,0.2,2013,395
Samsung SSD 860 EVO 500GB,SSD,465.8,4362,2049,5200.0,67.1,0.14,2018,396
Crucial CT525MX300SSD4,SSD,489.0,4358,2051,15999.2,21.79,0.41,2016,397
PLEXTOR PX-AG128M6e,SSD,119.2,4357,2052,12559.2,27.75,1.32,2014,398
Corsair Force,SSD,223.6,4353,2055,39887.2,8.73,2.23,2013,399
HP SSD S700 Pro 512GB,SSD,476.9,4349,2057,6960.0,49.99,0.18,2018,400
Intel SSD DC S3510 480GB,SSD,447.1,4349,2058,31996.0,10.87,0.89,2014,401
SanDisk SD7SN6S-256G,SSD,238.5,4344,2060,6656.8,52.21,0.35,2015,402
ADATA SU750,SSD,238.5,4342,2065,5119.2,67.85,0.27,2019,403
Intel SSD DC S3610 800GB,SSD,745.2,4336,2073,34399.2,10.08,0.58,2016,404
CT250MX500SSD1,SSD,232.9,4331,2076,3624.8,95.58,0.19,2018,405
Transcend TS512GSSD370S,SSD,476.9,4330,2077,14720.0,23.53,0.39,2015,406
Plextor M5 Pro 512 GB PX-512M5P,SSD,476.9,4325,2083,33599.2,10.3,0.88,2012,407
Apacer AS330 480GB,SSD,447.1,4324,2084,11199.2,30.89,0.31,2016,408
512GB SSD,SSD,476.9,4314,2091,3999.2,86.3,0.1,2019,409
SanDisk SD8SN8U-256G-1006,SSD,238.5,4313,2094,6692.8,51.56,0.35,2016,410
TOSHIBA THNSNH256GMCT,SSD,238.5,4305,2098,7920.0,43.49,0.42,2013,411
ADATA SU800 SSD 512GB,SSD,476.9,4304,2099,4799.2,71.74,0.13,2016,412
Crucial CT500MX200SSD6,SSD,465.8,4302,2100,23821.6,14.45,0.64,2015,413
T-FORCE 1TB,SSD,931.5,4298,2105,8799.2,39.07,0.12,2018,414
Mushkin Reactor 512GB MKNSSDRE512GB,SSD,476.9,4282,2122,22399.2,15.29,0.59,2015,415
INTEL 730 480GB SSDSC2BP480G4,SSD,447.1,4280,2125,42245.6,8.1,1.18,2014,416
WDC WDS250G1B0A,SSD,232.9,4273,2133,5199.2,65.75,0.28,2016,417
Micron M600 MTFDDAV256MBF,SSD,238.5,4272,2134,11128.8,30.71,0.58,2015,418
SAMSUNG SSD PM871 mSATA 512GB,SSD,476.9,4265,2139,15999.2,21.33,0.42,2015,419
Intel SSD Pro 1500 240GB,SSD,223.6,4254,2145,2159.2,157.63,0.12,2014,420
HFS120G32TND-N1A2A,SSD,111.8,4251,2148,17514.4,19.42,1.96,2016,421
SanDisk Ultra II 1TB,SSD,931.5,4246,2154,36252.0,9.37,0.49,2017,422
Intel SSD Pro 5400s 180GB M.2,SSD,167.7,4245,2156,7068.0,48.05,0.53,2016,423
SAMSUNG MZ7LM480HCHP-00003,SSD,447.1,4242,2161,7999.2,42.42,0.22,2016,424
SanDisk SD7SN6S-512G-1006,SSD,476.9,4235,2170,11996.0,28.24,0.31,2015,425
TOSHIBA THNSNF256GMCS,SSD,238.5,4226,2178,7415.2,45.59,0.39,2012,426
Crucial CT250MX200SSD4,SSD,232.9,4225,2180,14928.0,22.64,0.8,2015,427
Intel SSD DC S3500 480GB,SSD,447.1,4221,2184,15600.0,21.65,0.44,2013,428
SanDisk SDSSDH3 500G,SSD,465.8,4221,2185,5759.2,58.63,0.15,2019,429
Intel SSD 520 240GB 9.5mm,SSD,223.6,4219,2188,19199.2,17.58,1.07,2012,430
Crucial CT1024M550SSD1,SSD,953.9,4213,2199,36718.4,9.18,0.48,2014,431
SanDisk Ultra II 480GB,SSD,447.1,4211,2200,11936.0,28.22,0.33,2015,432
SAMSUNG PM871 512GB,SSD,476.9,4209,2203,5596.0,60.17,0.15,2015,433
Crucial CT1000BX100SSD1,SSD,931.5,4209,2204,67704.0,4.97,0.91,2015,434
ADATA SU800 SSD 1TB,SSD,953.9,4198,2214,9915.2,33.87,0.13,2017,435
ADATA SU800 M.2 SSD 256GB,SSD,238.5,4198,2216,3999.2,83.97,0.21,2017,436
Micron 1300 256GB,SSD,238.5,4196,2218,6072.8,55.28,0.32,2019,437
Samsung SSD 840 EVO 500GB mSATA,SSD,465.8,4189,2223,23999.2,13.96,0.64,2014,438
ADATA XPG SX900 256GB,SSD,238.5,4178,2239,19528.8,17.11,1.02,2012,439
PNY CS2211 480GB SSD,SSD,447.1,4174,2244,14330.4,23.3,0.4,2016,440
Transcend TS512GMTS430S,SSD,476.9,4173,2245,10799.2,30.92,0.28,2019,441
Samsung SSD 860 EVO 250GB,SSD,232.9,4172,2250,7317.6,45.61,0.39,2018,442
SanDisk Ultra II 240GB,SSD,223.6,4166,2253,13320.0,25.02,0.74,2015,443
Mushkin Reactor 1TB MKNSSDRE1TB,SSD,931.5,4163,2257,17979.2,18.52,0.24,2015,444
OCZ Vertex 4 256GB,SSD,238.5,4150,2267,22400.0,14.82,1.17,2012,445
Seagate BarraCuda SSD ZA500CM10002,SSD,465.8,4145,2271,11100.8,29.87,0.3,2018,446
PLEXTOR PX-512M8VC,SSD,476.9,4144,2272,8800.0,37.68,0.23,2020,447
Transcend TS512GMTS800,SSD,476.9,4142,2277,23972.8,13.82,0.63,2015,448
Mushkin Reactor 500GB MKNSSDRE500GB,SSD,465.8,4139,2280,7837.6,42.25,0.21,2017,449
Patriot Ignite,SSD,447.1,4122,2297,23411.2,14.09,0.65,2015,450
Transcend TS512GSSD370,SSD,476.9,4122,2298,18280.0,18.04,0.48,2014,451
Seagate ST240FP0021,SSD,223.6,4121,2299,31119.2,10.59,1.74,2014,452
GIGABYTE GP-GSTFS30512GTTD,SSD,476.9,4119,2303,22988.8,14.33,0.6,2018,453
KINGSTON SKC400S371T,SSD,953.9,4117,2306,34056.0,9.67,0.45,2016,454
Transcend TS512GMSA370,SSD,476.9,4110,2314,19354.4,16.99,0.51,2015,455
Intel SSD Pro 6000p 128GB,SSD,119.2,4108,2317,4960.0,66.26,0.52,2018,456
WDC WDS250G2B0A,SSD,232.9,4107,2318,5035.2,65.25,0.27,2017,457
Intel SSD DC S3710 800GB,SSD,745.2,4106,2321,43920.0,7.48,0.74,2015,458
Crucial CT500BX100SSD1,SSD,465.8,4105,2322,7748.0,42.39,0.21,2015,459
WDC WDBNCE2500PNC,SSD,232.9,4102,2329,7235.2,45.35,0.39,2017,460
SanDisk SD7SB6S-256G,SSD,238.5,4101,2331,10399.2,31.55,0.55,2015,461
CT960BX200SSD1,SSD,894.3,4097,2335,23821.6,13.76,0.33,2016,462
Crucial CT275MX300SSD4,SSD,256.2,4095,2339,7999.2,40.95,0.39,2016,463
Micron M600 MTFDDAY256MBF,SSD,238.5,4092,2342,23821.6,13.74,1.25,2015,464
Samsung SSD 850 PRO 128GB,SSD,119.2,4080,2352,14380.0,22.7,1.51,2014,465
SAMSUNG SSD SM841N 2.5 7mm 512GB,SSD,476.9,4076,2356,19600.0,16.64,0.51,2014,466
Mushkin Chronos Deluxe 240GB MKNSSDCR240GB-DX,SSD,223.6,4075,2358,13998.4,23.29,0.78,2011,467
CT120BX300SSD1,SSD,111.8,4074,2359,6319.2,51.57,0.71,2017,468
OCZ Vector 150,SSD,111.8,4067,2368,64048.0,5.08,7.16,2013,469
Mushkin Reactor 480GB MKNSSDRE480GB,SSD,447.1,4065,2370,8799.2,36.96,0.25,2017,470
Samsung SSD 860 EVO mSATA 250GB,SSD,232.9,4061,2373,9352.0,34.74,0.5,2018,471
INTEL SSDSC2BW240A,SSD,223.6,4060,2375,15120.0,21.48,0.85,2014,472
Samsung SSD 850 EVO 250GB,SSD,232.9,4050,2388,14320.0,22.63,0.77,2014,473
MK0800GCTZB,SSD,745.2,4049,2391,30116.0,10.75,0.51,2016,474
KINGSTON KINGSTON SH103S3,SSD,223.6,4043,2400,10340.8,31.28,0.58,2013,475
Micron M600 MTFDDAK1T0MBF,SSD,953.9,4041,2403,7199.2,44.9,0.09,2016,476
Crucial CT750MX300SSD1,SSD,698.6,4040,2404,21996.0,14.7,0.39,2016,477
Intel SSD 535 180GB M.2,SSD,167.7,4035,2413,16000.0,20.18,1.19,2015,478
ADATA SU750,SSD,476.9,4032,2418,4616.8,69.86,0.12,2019,479
Samsung SSD 750 EVO 500GB,SSD,465.8,4028,2422,15999.2,20.14,0.43,2016,480
PNY CS1311 960GB SSD,SSD,894.3,4027,2424,22608.8,14.25,0.32,2016,481
Crucial CT525MX300SSD1,SSD,489.0,4027,2427,26398.4,12.2,0.67,2016,482
Patriot Mac Series XT 240GB,SSD,223.6,4019,2435,4501.6,71.42,0.25,2013,483
MTFDDAV256TBN,SSD,238.5,4017,2437,9700.0,33.13,0.51,2016,484
PLEXTOR PX-256M5S,SSD,238.5,4016,2443,15476.0,20.76,0.81,2013,485
Crucial CT256M550SSD4,SSD,238.5,4012,2449,13421.6,23.91,0.7,2014,486
T-FORCE 250GB,SSD,238.5,4011,2450,8655.2,37.08,0.45,2018,487
SSD PLUS 480GB,SSD,447.1,4007,2456,6132.0,52.27,0.17,2016,488
SAMSUNG MZNLN256HMHQ-00000,SSD,238.5,4004,2458,6665.6,48.06,0.35,2016,489
SanDisk Ultra II 960GB,SSD,894.3,4003,2462,37056.0,8.64,0.52,2015,490
SanDisk X400,SSD,119.2,4002,2464,13127.2,24.39,1.38,2017,491
Kingston HyperX 3K 240GB SH103S3240G,SSD,223.6,3997,2471,15599.2,20.5,0.87,2012,492
Intel SSD 535 240GB M.2,SSD,223.6,3997,2472,14237.6,22.46,0.8,2016,493
WDC WDS500G1R0A,SSD,465.8,3995,2478,6383.2,50.06,0.17,2020,494
Samsung SSD 870 EVO 500G,SSD,465.8,3992,2481,10239.2,31.19,0.27,2021,495
Lexar 256GB SSD,SSD,238.5,3992,2482,3119.2,102.38,0.16,2019,496
PLEXTOR PX-G128M6e,SSD,119.2,3987,2487,12743.2,25.03,1.34,2014,497
PLEXTOR PX-256M5M,SSD,238.5,3984,2492,38126.4,8.36,2.0,2013,498
ADATA SU800 SSD 256GB,SSD,238.5,3982,2495,3039.2,104.83,0.16,2016,499
TOSHIBA THNSNJ128GMCU,SSD,119.2,3969,2510,22658.4,14.01,2.38,2014,500
EDGE E3 SSD,SSD,476.9,3964,2519,10229.6,31.0,0.27,2016,501
Cruicial CT250BX100SSD1,SSD,232.9,3964,2520,7599.2,41.73,0.41,2015,502
VisionTek 120GB mSATA,SSD,111.8,3958,2531,5956.0,53.16,0.67,2013,503
Crucial CT480M500SSD4,SSD,447.1,3958,2532,20678.4,15.31,0.58,2014,504
INTEL SSDSCKHW240A4,SSD,223.6,3956,2537,11920.0,26.55,0.67,2014,505
SAMSUNG MZNTY128HDHP-000L2,SSD,119.2,3956,2538,4183.2,75.66,0.44,2016,506
Samsung SSD 840 EVO 500GB,SSD,465.8,3956,2540,20780.0,15.23,0.56,2013,507
PLEXTOR PX-128M6Pro,SSD,119.2,3953,2543,7280.0,43.44,0.76,2014,508
PLEXTOR PX-512M6S,SSD,476.9,3947,2552,41119.2,7.68,1.08,2015,509
HFS250G32TND-N1A2A,SSD,232.9,3946,2555,7512.0,42.02,0.4,2016,510
PNY CS1311 240GB SSD,SSD,223.6,3939,2558,8636.8,36.48,0.48,2016,511
SAMSUNG SSD SM841N 2.5 7mm 256GB,SSD,238.5,3935,2564,13426.4,23.44,0.7,2014,512
TOSHIBA Q300.,SSD,447.1,3934,2565,40800.0,7.71,1.14,2016,513
SAMSUNG MZVLV128HCGR-00000,SSD,119.2,3931,2572,5040.0,62.39,0.53,2016,514
INTEL SSDSC2BB300G,SSD,279.5,3929,2574,11512.0,27.3,0.51,2018,515
Transcend TS128GMTS430S,SSD,119.2,3924,2580,6479.2,48.46,0.68,2020,516
Plextor M3 512GB PX-512M3,SSD,476.9,3922,2586,28799.2,10.89,0.75,2012,517
Intel SSD 545s 256GB M.2,SSD,238.5,3905,2605,9253.6,33.76,0.48,2017,518
Corsair Force GS,SSD,223.6,3898,2614,39247.2,7.95,2.19,2012,519
Samsung SSD 850 EVO mSATA 250GB,SSD,232.9,3898,2615,6320.0,49.34,0.34,2015,520
OCZ-VECTOR,SSD,476.9,3897,2617,24880.0,12.53,0.65,2012,521
SEAGATE ST240FP0,SSD,223.6,3896,2619,24312.0,12.82,1.36,2014,522
Intel SSD 520 480GB 9.5mm,SSD,447.1,3893,2625,39999.2,7.79,1.12,2012,523
Kingston HyperX 3K 480GB SH103S3480G,SSD,447.1,3888,2630,36290.4,8.57,1.01,2013,524
ADATA SX910 128GB,SSD,119.2,3886,2633,10399.2,29.89,1.09,2012,525
Mushkin Triactor 250GB MKNSSDTR250GB,SSD,232.9,3883,2637,6398.4,48.55,0.34,2016,526
Intel SSD Pro 5450s 256GB,SSD,238.5,3881,2641,7731.2,40.16,0.41,2018,527
TOSHIBA THNSNH128GBST,SSD,119.2,3876,2647,4443.2,69.78,0.47,2013,528
T-FORCE 512GB,SSD,476.9,3875,2652,5487.2,56.49,0.14,2020,529
SanDisk X400 M.2 2280 128GB,SSD,119.2,3872,2657,2072.8,149.46,0.22,2016,530
SAMSUNG MZ7PD256HAFV-000H7,SSD,238.5,3871,2662,3920.0,78.99,0.21,2013,531
Samsung SSD 750,SSD,232.9,3866,2667,5996.0,51.58,0.32,2016,532
Micron 1100,SSD,238.5,3866,2668,11519.2,26.85,0.6,2017,533
Crucial CT500MX200SSD3,SSD,465.8,3865,2673,31695.2,9.76,0.85,2015,534
Intel SSD 535 360GB M.2,SSD,335.3,3855,2688,3999.2,77.12,0.15,2015,535
PLEXTOR PX-512M6Pro,SSD,476.9,3850,2700,26399.2,11.67,0.69,2014,536
SanDisk SD8SB8U-128G-1006,SSD,119.2,3846,2702,3246.4,94.77,0.34,2016,537
OCZ Vertex 4 128GB,SSD,119.2,3842,2707,7999.2,38.42,0.84,2013,538
ADATA SU900,SSD,238.5,3841,2709,6399.2,48.01,0.34,2017,539
SanDisk X300 256GB,SSD,238.5,3838,2713,15984.8,19.21,0.84,2016,540
OCZ-VECTOR180,SSD,223.6,3837,2715,71040.0,4.32,3.97,2015,541
MTFDDAK1T0MBF,SSD,953.9,3837,2716,63584.8,4.83,0.83,2015,542
NGFF 2280 128GB SSD,SSD,119.2,3835,2720,3575.2,85.81,0.37,2020,543
Radeon R3 SSD R3SL240G,SSD,223.6,3831,2724,5199.2,58.95,0.29,2016,544
Crucial CT960M500SSD1,SSD,894.3,3830,2727,52317.6,5.86,0.73,2013,545
Samsung PM951 128GB NVMe,SSD,119.2,3829,2728,6513.6,47.02,0.68,2015,546
Samsung SSD 850 EVO mSATA 120GB,SSD,111.8,3827,2731,5599.2,54.68,0.63,2015,547
Patriot Blast 240GB,SSD,223.6,3825,2735,3119.2,98.09,0.17,2015,548
PLEXTOR PX-256S2G,SSD,238.5,3824,2736,18660.0,16.39,0.98,2016,549
Samsung SSD 850 EVO 120GB,SSD,111.8,3820,2742,10399.2,29.39,1.16,2014,550
CT240BX300SSD1,SSD,223.6,3817,2747,2399.2,127.28,0.13,2017,551
Transcend TS256GMTS430S,SSD,238.5,3812,2751,4799.2,63.55,0.25,2019,552
OCZ Deneva 2 480GB D2CSTK251M11-0480,SSD,447.1,3808,2755,79999.2,3.81,2.24,2012,553
ADATA Permier SP550 480GB,SSD,447.1,3807,2756,8400.0,36.26,0.23,2015,554
SAMSUNG MZ7WD480HCGM-00003,SSD,447.1,3806,2760,24669.6,12.34,0.69,2015,555
CT1000BX500SSD1,SSD,931.5,3801,2765,6399.2,47.52,0.09,2019,556
Samsung SSD 860 EVO mSATA 500GB,SSD,465.8,3794,2784,15920.0,19.06,0.43,2018,557
SanDisk SD8SN8U-128G-1006,SSD,119.2,3792,2785,4157.6,72.97,0.44,2016,558
Crucial CT512MX100SSD1,SSD,476.9,3783,2798,26292.8,11.51,0.69,2014,559
Transcend TS1TSSD370S,SSD,953.9,3781,2800,29904.0,10.11,0.39,2016,560
Crucial CT480M500SSD1,SSD,447.1,3779,2802,3999.2,75.6,0.11,2013,561
Samsung Portable SSD T5 1TB,SSD,931.5,3778,2803,7999.2,37.78,0.11,2018,562
SAMSUNG MZFLV128HCGR-000MV,SSD,119.2,3777,2804,2156.0,140.16,0.23,2016,563
SanDisk X300 MSATA 256GB,SSD,238.5,3766,2826,15999.2,18.83,0.84,2015,564
Radeon R3 SSD R3SL120G,SSD,111.8,3763,2828,3199.2,94.1,0.36,2016,565
SAMSUNG MZ7PD128HCFV-000H1,SSD,119.2,3763,2830,3840.0,78.39,0.4,2014,566
PNY CS900 960GB SSD,SSD,894.3,3757,2844,7199.2,41.75,0.1,2018,567
SAMSUNG MZNLN256HCHP-000H1,SSD,238.5,3757,2845,9176.0,32.75,0.48,2016,568
GIGABYTE GP-GSTFS31100TNTD,SSD,953.9,3749,2857,9360.0,32.05,0.12,2019,569
Mushkin Triactor 480GB MKNSSDTR480GB,SSD,447.1,3748,2859,5308.8,56.48,0.15,2016,570
Samsung Portable SSD T5 500GB,SSD,465.8,3747,2861,5800.0,51.68,0.16,2017,571
Intel SSD Pro 2500 180GB M.2,SSD,167.7,3745,2863,7120.0,42.08,0.53,2014,572
Samsung SSD 850 120GB,SSD,111.8,3743,2865,4959.2,60.39,0.55,2018,573
Micron M600 M.2 2280 512GB,SSD,476.9,3742,2870,28494.4,10.51,0.75,2016,574
M.2 SSD 128GB,SSD,119.2,3738,2875,1919.2,155.83,0.2,2021,575
"Intel SSD 530 240GB 2.5""",SSD,223.6,3735,2882,11999.2,24.9,0.67,2013,576
